participant_code,participant_id,condition_label,display_label,n,requested_n,components,stimulus_text,readability,flicker,fatigue,privacy,order_index,view_duration_ms,view_started_at,view_submitted_at,mask_meta_json
P049,59,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,osuti ebuzen izenol nofelom soto edik ivorig onek imemagu besel noget ozadip anuwis uzadil emire owupo guri ufub apuroki gikaw epiketo lezuru gusuliv unifiro ufaw epefo l,5,5,4,,5,10686,2026-07-13T05:47:49.062Z,2026-07-13T05:47:59.747Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69411, 68688, 68901], ""cycle_hz"": 79.36507936513436, ""cycles"": 1, ""dropped_frame_rate"": 0.010034735623311463, ""dropped_frames"": 26, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 112.59999999997672, ""mean_frame_interval_ms"": 4.208849902534095, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.19819928304821, ""observed_full_cycle_hz"": 79.19819928304821, ""observed_refresh_hz"": 237.59459784914463, ""per_cycle_slots"": 3, ""permutation"": [1, 2, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2566, ""safe_flicker_hz"": 50, ""timing_intervals"": 2565, ""width"": 900}"
P050,60,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,azirifa ekanog lune sikanib iwimi elob orolal afepova aziw ilewa tenal awev iziwoge tami inufube gisumab iviza igin elosuv taza zefeva ovutoku sikav gefubiw teve nasa ule,5,5,5,,0,10481,2026-07-13T05:52:44.611Z,2026-07-13T05:52:55.092Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25439, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51690, 51671, 51840, 51799], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0.036767522022213714, ""dropped_frames"": 96, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 2, ""max_frame_interval_ms"": 404.0999999999767, ""mean_frame_interval_ms"": 4.327355864811128, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 57.771999301682456, ""observed_full_cycle_hz"": 46.21759944134597, ""observed_refresh_hz"": 231.08799720672982, ""per_cycle_slots"": 5, ""permutation"": [2, 0, 1, 3], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2516, ""safe_flicker_hz"": 50, ""timing_intervals"": 2515, ""width"": 900}"
P050,60,control_anchor,未遮罩原文（量表锚点）,1,1,none,vogoka refop reto afule owiba tumok atodas ifokut epul winup wuzit emizelu rivez uvebere woni wurazu butef telag ukin bazovi otozu kibod fozid apodik odinib opat itogulu,3,3,3,,1,10695,2026-07-13T05:52:55.093Z,2026-07-13T05:53:05.788Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.599999999976717, ""mean_frame_interval_ms"": 4.16664068589243, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.0014965019273, ""observed_full_cycle_hz"": 240.0014965019273, ""observed_refresh_hz"": 240.0014965019273, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2567, ""safe_flicker_hz"": 50, ""timing_intervals"": 2566, ""width"": 900}"
P050,60,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,abineg monom zetaku nulobo afoko asorid funupi sobuwa mafeba izuwodi ruwoza atuvofi nuditu maremi iwez powofu peno iwubop ekopima raresop semupeb nedep suviluf akodemi pu,4,4,3,,2,10400,2026-07-13T05:53:05.812Z,2026-07-13T05:53:16.212Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51722, 51595, 51907, 51776], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.001599360255897641, ""dropped_frames"": 4, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 20.79999999998836, ""mean_frame_interval_ms"": 4.173327993592306, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.90423000153546, ""observed_full_cycle_hz"": 59.90423000153546, ""observed_refresh_hz"": 239.61692000614184, ""per_cycle_slots"": 4, ""permutation"": [2, 3, 0, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2498, ""safe_flicker_hz"": 50, ""timing_intervals"": 2497, ""width"": 900}"
P050,60,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,ovabuwo zenupod owati ukebew alek vidabu evuf zusu onuga ozego gefutot ipita tukomiz abitu ewag anunor irules wiril nugira ukeveb osumege omiveni repuvi elati gatawi ubom,3,4,3,,3,10425,2026-07-13T05:53:16.251Z,2026-07-13T05:53:26.676Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103243, 103757], ""cycle_hz"": 119.04761904770155, ""cycles"": 1, ""dropped_frame_rate"": 0.0031872509960159364, ""dropped_frames"": 8, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 37.59999999997672, ""mean_frame_interval_ms"": 4.179976019184648, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.61791113278463, ""observed_full_cycle_hz"": 119.61791113278463, ""observed_refresh_hz"": 239.23582226556925, ""per_cycle_slots"": 2, ""permutation"": [0, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2503, ""safe_flicker_hz"": 50, ""timing_intervals"": 2502, ""width"": 900}"
P050,60,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,movis itamuru igifel gesasoz ogavu izivo lonazu sameka namusar sotede izokuw bigukor azetu devanek fimosuk putul pawa ufil ulufiso bagon zuze iwip vasuko valo efime udoda,3,3,3,,4,12114,2026-07-13T05:53:26.770Z,2026-07-13T05:53:38.884Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51814, 51514, 51980, 51692], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.007169682485489928, ""dropped_frames"": 21, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 91.70000000001164, ""mean_frame_interval_ms"": 4.196767537826689, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.56965634781463, ""observed_full_cycle_hz"": 59.56965634781463, ""observed_refresh_hz"": 238.27862539125852, ""per_cycle_slots"": 4, ""permutation"": [3, 0, 2, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2909, ""safe_flicker_hz"": 50, ""timing_intervals"": 2908, ""width"": 900}"
P050,60,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,adid dufok avig okum popo wopig uzesit gigego osove isuketu kunafir emaw asol pulofuk pemuf inim ipul ulavuk mivi onov wuzawaw bati umow guvu adaba amuz esak emab ledi wa,3,3,3,,5,10404,2026-07-13T05:53:38.936Z,2026-07-13T05:53:49.340Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69084, 69035, 68881], ""cycle_hz"": 79.36507936513436, ""cycles"": 1, ""dropped_frame_rate"": 0.00438421681944998, ""dropped_frames"": 11, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 50, ""mean_frame_interval_ms"": 4.184987990392328, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.64977058442754, ""observed_full_cycle_hz"": 79.64977058442754, ""observed_refresh_hz"": 238.94931175328261, ""per_cycle_slots"": 3, ""permutation"": [2, 1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2499, ""safe_flicker_hz"": 50, ""timing_intervals"": 2498, ""width"": 900}"
P051,61,control_anchor,未遮罩原文（量表锚点）,1,1,none,urowava gibubed amerul ewalol wivaku petali vananaw nibera gukiben aputom nozegi nuwekit zidap udodag vagozu ibabu gisa laweku igilur ruzulu uzom ates bomumuf emudo asusu,5,5,5,,0,15142,2026-07-13T05:58:44.046Z,2026-07-13T05:58:59.189Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000034925, ""mean_frame_interval_ms"": 4.16662080352229, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00264174619423, ""observed_full_cycle_hz"": 240.00264174619423, ""observed_refresh_hz"": 240.00264174619423, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 3635, ""safe_flicker_hz"": 50, ""timing_intervals"": 3634, ""width"": 900}"
P051,61,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,eluf efar zavadam tobi evememi zopab ofubav idezoz kuzo luzesi buselug wuge omuzor ananore rosa adog igeru nokelo azuka kuni zozele ozig upiguva agoli kedenid rorosef vup,4,5,5,,1,12110,2026-07-13T05:58:59.263Z,2026-07-13T05:59:11.372Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103358, 103642], ""cycle_hz"": 119.04761904770155, ""cycles"": 1, ""dropped_frame_rate"": 0.005473828258638385, ""dropped_frames"": 16, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 70.90000000002328, ""mean_frame_interval_ms"": 4.189576883384925, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.34379387639504, ""observed_full_cycle_hz"": 119.34379387639504, ""observed_refresh_hz"": 238.68758775279008, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2908, ""safe_flicker_hz"": 50, ""timing_intervals"": 2907, ""width"": 900}"
P051,61,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,alido idan tuvufa verur maru egip guvari derosep gopal reku bubaf urizof mewinil ododen urobu ogigu evuz osarawu urat gazapo feka duwu ewokuwe natolan gepo fisisil vodip,4,2,4,,2,20432,2026-07-13T05:59:11.724Z,2026-07-13T05:59:32.157Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25306, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51853, 51681, 52029, 51437], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0.016446048937023665, ""dropped_frames"": 82, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 350, ""mean_frame_interval_ms"": 4.237153344208809, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.00187689494201, ""observed_full_cycle_hz"": 47.20150151595361, ""observed_refresh_hz"": 236.00750757976803, ""per_cycle_slots"": 5, ""permutation"": [3, 2, 1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4905, ""safe_flicker_hz"": 50, ""timing_intervals"": 4904, ""width"": 900}"
P051,61,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,ebabitu malobog usulewu wuvidi namopip pabigiw otoza fofokiv efemo unewive ifogiwi lezug isimo gemokoz itamu vizof ikot evavel malu odarizo bovoban fabipen akoz elufep ag,4,5,4,,3,22225,2026-07-13T05:59:32.212Z,2026-07-13T05:59:54.437Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69187, 68913, 68900], ""cycle_hz"": 79.36507936513436, ""cycles"": 1, ""dropped_frame_rate"": 0.002244668911335578, ""dropped_frames"": 12, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 54.20000000001164, ""mean_frame_interval_ms"": 4.176021747281594, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.82078482956143, ""observed_full_cycle_hz"": 79.82078482956143, ""observed_refresh_hz"": 239.4623544886843, ""per_cycle_slots"": 3, ""permutation"": [1, 2, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 5335, ""safe_flicker_hz"": 50, ""timing_intervals"": 5334, ""width"": 900}"
P051,61,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,wokiw telum iteluno ozaw ogon zoduno iwap ekira osema zifidi tokap vefudiw mubi daramo ovok zededo rezuk irurib bifus omar iredez ifuzuw onod dezera awub wese egurane owa,3,5,4,,4,16235,2026-07-13T05:59:54.490Z,2026-07-13T06:00:10.725Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [52014, 52044, 51575, 51367], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.0030698388334612432, ""dropped_frames"": 12, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 54.09999999997672, ""mean_frame_interval_ms"": 4.179497049012061, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.815809669992326, ""observed_full_cycle_hz"": 59.815809669992326, ""observed_refresh_hz"": 239.2632386799693, ""per_cycle_slots"": 4, ""permutation"": [2, 0, 3, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 3898, ""safe_flicker_hz"": 50, ""timing_intervals"": 3897, ""width"": 900}"
P051,61,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,zuvired isasi gemotuz walemuv omugoma salodu wodaw udika rimiwat osazolo abis ukuw akibub basazo rete vevo lane udaroz kumi erup gigunir isaf uweno umuzi utezar ewudaku f,3,5,4,,5,17518,2026-07-13T06:00:10.791Z,2026-07-13T06:00:28.309Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51877, 51642, 51673, 51808], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.0033183218772220905, ""dropped_frames"": 14, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 62.5, ""mean_frame_interval_ms"": 4.180523186682529, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.80112747524037, ""observed_full_cycle_hz"": 59.80112747524037, ""observed_refresh_hz"": 239.20450990096148, ""per_cycle_slots"": 4, ""permutation"": [1, 2, 3, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 4206, ""safe_flicker_hz"": 50, ""timing_intervals"": 4205, ""width"": 900}"
P052,62,control_anchor,未遮罩原文（量表锚点）,1,1,none,sekirof filigil udod totot lobug lidivur ubanub fodu gamati rida neloroz nepe afipon atoviz lusipa notibo inepa valuwed vonana kegiged esudini uwus inufot pekobok bibumer,5,5,5,,0,11238,2026-07-13T06:05:51.335Z,2026-07-13T06:06:02.573Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.300000000046566, ""mean_frame_interval_ms"": 4.166629588431599, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00213572534525, ""observed_full_cycle_hz"": 240.00213572534525, ""observed_refresh_hz"": 240.00213572534525, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2698, ""safe_flicker_hz"": 50, ""timing_intervals"": 2697, ""width"": 900}"
P052,62,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,woke fateroz mito egazet ofolav bofitam upiko uduboga vageme giri ifobik akur niperi kiseso uwife apanet rina suvit akega bimiraf iligu enuviw vokivuz opulo ifup zuluval,5,5,5,,1,11557,2026-07-13T06:06:02.648Z,2026-07-13T06:06:14.205Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103704, 103296], ""cycle_hz"": 119.04761904770155, ""cycles"": 1, ""dropped_frame_rate"": 0.00573271228950197, ""dropped_frames"": 16, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 70.90000000002328, ""mean_frame_interval_ms"": 4.190630630630631, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.31378450425659, ""observed_full_cycle_hz"": 119.31378450425659, ""observed_refresh_hz"": 238.62756900851318, ""per_cycle_slots"": 2, ""permutation"": [0, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2776, ""safe_flicker_hz"": 50, ""timing_intervals"": 2775, ""width"": 900}"
P052,62,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,gofofad kadade suzu iwanu abit emik agitun bosev elezo zitive ozuseze oriwaz gepen kepip okika nomov mimon rozosi subipa uwep zidowen arow ured gudodin piliza febo vodepa,5,4,4,,2,10733,2026-07-13T06:06:14.560Z,2026-07-13T06:06:25.293Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25634, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51521, 51686, 52035, 51758], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0.030838661150808574, ""dropped_frames"": 82, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 349.8999999999651, ""mean_frame_interval_ms"": 4.300776096235924, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.12904331820532, ""observed_full_cycle_hz"": 46.50323465456425, ""observed_refresh_hz"": 232.51617327282128, ""per_cycle_slots"": 5, ""permutation"": [1, 3, 0, 2], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2578, ""safe_flicker_hz"": 50, ""timing_intervals"": 2577, ""width"": 900}"
P052,62,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,danugug neposu tiludis zofolu tekod udifip amof gefal uzek olaked bimo ematela udamat govol izip ekuga babeg uwowe orew berenog tifen ifus weku mubo tifo vaki pezafos uda,5,5,5,,3,11628,2026-07-13T06:06:25.345Z,2026-07-13T06:06:36.973Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [68886, 68960, 69154], ""cycle_hz"": 79.36507936513436, ""cycles"": 1, ""dropped_frame_rate"": 0.0035688793718772305, ""dropped_frames"": 10, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 45.79999999998836, ""mean_frame_interval_ms"": 4.1815544412607535, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.71517243545253, ""observed_full_cycle_hz"": 79.71517243545253, ""observed_refresh_hz"": 239.1455173063576, ""per_cycle_slots"": 3, ""permutation"": [0, 2, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2793, ""safe_flicker_hz"": 50, ""timing_intervals"": 2792, ""width"": 900}"
P052,62,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,itituva inadobe vonozo pusun olefa zasal usinomo tivugir lume raful utumo bukiriv unitu uronuba tawuru miletez sipu fododo reredo tesu uraz takupus ruke muku kewomu akudu,5,5,5,,4,10788,2026-07-13T06:06:37.025Z,2026-07-13T06:06:47.813Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [52057, 51846, 51297, 51800], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.004230769230769231, ""dropped_frames"": 11, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 50, ""mean_frame_interval_ms"": 4.184356894553877, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.74633768103908, ""observed_full_cycle_hz"": 59.74633768103908, ""observed_refresh_hz"": 238.98535072415632, ""per_cycle_slots"": 4, ""permutation"": [0, 3, 1, 2], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2590, ""safe_flicker_hz"": 50, ""timing_intervals"": 2589, ""width"": 900}"
