participant_code,participant_id,condition_label,display_label,n,requested_n,components,stimulus_text,readability,flicker,fatigue,privacy,order_index,view_duration_ms,view_started_at,view_submitted_at,mask_meta_json
P046,56,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,ebud gipowep ubido nigedef tesa adore veno fete igorire osafuka ifidedi zuzoku vonawe nido uledez ofuril wusew owika ubibura ovobode usut iben iduw agiwa owuva azofapa lu,2,5,3,,2,11018,2026-07-13T05:25:21.591Z,2026-07-13T05:25:32.610Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69335, 68825, 68840], ""cycle_hz"": 79.36507936513436, ""cycles"": 1, ""dropped_frame_rate"": 0.0052651372696502444, ""dropped_frames"": 14, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 62.5, ""mean_frame_interval_ms"": 4.188657844990548, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.5799861600024, ""observed_full_cycle_hz"": 79.5799861600024, ""observed_refresh_hz"": 238.73995848000723, ""per_cycle_slots"": 3, ""permutation"": [2, 0, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2646, ""safe_flicker_hz"": 50, ""timing_intervals"": 2645, ""width"": 900}"
P046,56,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,azol ebib rokura apofe rufeg efuvoru nanapi kefimub ugogi ugube pesuz ibim ebono ilasu idudi nevabo funuf idiwide beko padifav usogudo wipano verok lutimo kazo urep ezep,1,1,1,,3,10720,2026-07-13T05:25:33.001Z,2026-07-13T05:25:43.722Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25668, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51650, 52202, 51345, 51803], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0.03415915915915916, ""dropped_frames"": 91, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 387.5, ""mean_frame_interval_ms"": 4.315623785464429, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 57.92905323258989, ""observed_full_cycle_hz"": 46.34324258607191, ""observed_refresh_hz"": 231.71621293035955, ""per_cycle_slots"": 5, ""permutation"": [3, 1, 0, 2], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2574, ""safe_flicker_hz"": 50, ""timing_intervals"": 2573, ""width"": 900}"
P046,56,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,osad ivivi iweduw ewumi lugi vekupit anodod bumuz zivi iled kusila uwemov iziv somew rumo iginem pugud agog gapi poru kamefus lipik mimesef agezo ifufos egim mogeve olaga,2,2,3,,4,11609,2026-07-13T05:25:43.753Z,2026-07-13T05:25:55.362Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103530, 103470], ""cycle_hz"": 119.04761904770155, ""cycles"": 1, ""dropped_frame_rate"": 0.0021482277121374865, ""dropped_frames"": 6, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 29.099999999976717, ""mean_frame_interval_ms"": 4.175601004664522, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.74324161754319, ""observed_full_cycle_hz"": 119.74324161754319, ""observed_refresh_hz"": 239.48648323508638, ""per_cycle_slots"": 2, ""permutation"": [0, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2788, ""safe_flicker_hz"": 50, ""timing_intervals"": 2787, ""width"": 900}"
P046,56,control_anchor,未遮罩原文（量表锚点）,1,1,none,inodav ziru nolug ekedone kesovu dekopoz zuku tised gusuv futo irunuz uwarid otim ozoz renavam usini arim etoze tipituw inodule uvazuto ukima bapar pulam afus gubum iwek,4,3,3,,5,11271,2026-07-13T05:25:55.363Z,2026-07-13T05:26:06.634Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000034925, ""mean_frame_interval_ms"": 4.166605029585799, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.0035503483779, ""observed_full_cycle_hz"": 240.0035503483779, ""observed_refresh_hz"": 240.0035503483779, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2705, ""safe_flicker_hz"": 50, ""timing_intervals"": 2704, ""width"": 900}"
P047,57,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,kizunu vetu esugumu obore avununu odiz abiri ukav izin elamo enal abufewa orina kosatoz odur ominiza naviz vebenev sudisaf uzev obet enefaze lurowad sotel egukur oviwog a,5,5,5,,0,10498,2026-07-13T05:32:41.896Z,2026-07-13T05:32:52.394Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51581, 51760, 51777, 51882], ""cycle_hz"": 59.523809523824994, ""cycles"": 1, ""dropped_frame_rate"": 0.004344391785150079, ""dropped_frames"": 11, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 50.20000000001164, ""mean_frame_interval_ms"": 4.184847282824276, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.73933649289099, ""observed_full_cycle_hz"": 59.73933649289099, ""observed_refresh_hz"": 238.95734597156397, ""per_cycle_slots"": 4, ""permutation"": [1, 0, 3, 2], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2522, ""safe_flicker_hz"": 50, ""timing_intervals"": 2521, ""width"": 900}"
P047,57,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,ebediba lagiro lelep ozop igar nisebuw lovuk ipagobu rurega difes nugo rapu digi punaz emivuze ufat eketa dawi govem zodaf nazabu masativ okoke emilek koloto sopopet uras,5,5,5,,1,10315,2026-07-13T05:32:52.751Z,2026-07-13T05:33:03.066Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25701, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51859, 51630, 51667, 51844], ""cycle_hz"": 59.523809523824994, ""cycles"": 6, ""dropped_frame_rate"": 0.032434544744040644, ""dropped_frames"": 83, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 354.1000000000058, ""mean_frame_interval_ms"": 4.307956381260097, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.032156752449254, ""observed_full_cycle_hz"": 46.425725401959404, ""observed_refresh_hz"": 232.12862700979701, ""per_cycle_slots"": 5, ""permutation"": [1, 3, 0, 2], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2477, ""safe_flicker_hz"": 50, ""timing_intervals"": 2476, ""width"": 900}"
P047,57,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,ekek iwad umuz donaboz orebe erape biwa azova tuwubu nitivo tanum vupen oref uwelok zopu epoli uvukob medefud imovuv muzi wezok diluzod akigu utudop bawuwi asotafi ebadas,3,5,5,,2,10589,2026-07-13T05:33:03.149Z,2026-07-13T05:33:13.738Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51498, 51922, 51952, 51628], ""cycle_hz"": 59.523809523824994, ""cycles"": 1, ""dropped_frame_rate"": 0.00703125, ""dropped_frames"": 18, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 79.19999999998254, ""mean_frame_interval_ms"": 4.196184107002353, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.57793881894129, ""observed_full_cycle_hz"": 59.57793881894129, ""observed_refresh_hz"": 238.31175527576517, ""per_cycle_slots"": 4, ""permutation"": [1, 3, 2, 0], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2543, ""safe_flicker_hz"": 50, ""timing_intervals"": 2542, ""width"": 900}"
P047,57,control_anchor,未遮罩原文（量表锚点）,1,1,none,epes ibemiri ibinesu ifelar ategu ezon azibewa wabosok wukanu emodawu vonekav gade uvori ukanin redus lepabe vaki zawa gatobo erafuz apig ozotage ulat ubeket anuz pateluw,5,5,5,,3,10559,2026-07-13T05:33:13.740Z,2026-07-13T05:33:24.298Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809529998, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.399999999994179, ""mean_frame_interval_ms"": 4.166653512233618, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00075769773568, ""observed_full_cycle_hz"": 240.00075769773568, ""observed_refresh_hz"": 240.00075769773568, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2535, ""safe_flicker_hz"": 50, ""timing_intervals"": 2534, ""width"": 900}"
P047,57,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,losu rape apefes isafi mabuvev onilu irage bopabu umisasi zivo fugavu zavebe rome imik tilod laleno osoduke vepol nofonaz murimek posuzu feza vobo takom anib bewik bapuno,5,5,5,,4,10426,2026-07-13T05:33:24.344Z,2026-07-13T05:33:34.770Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [68703, 68968, 69329], ""cycle_hz"": 79.36507936509999, ""cycles"": 1, ""dropped_frame_rate"": 0.0035828025477707007, ""dropped_frames"": 9, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 41.60000000000582, ""mean_frame_interval_ms"": 4.18162205353576, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.71388352792052, ""observed_full_cycle_hz"": 79.71388352792052, ""observed_refresh_hz"": 239.14165058376153, ""per_cycle_slots"": 3, ""permutation"": [2, 1, 0], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2504, ""safe_flicker_hz"": 50, ""timing_intervals"": 2503, ""width"": 900}"
P047,57,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,waka wowalub uzegebo dazaz ziwufa udoku dove kinevad aten vedusuz katal sovuni owekure azit vifezom ugipe tolanak zemo umigifu zodilof nupebi seredi okazav fopete mola av,5,5,5,,5,11587,2026-07-13T05:33:34.808Z,2026-07-13T05:33:46.394Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103371, 103629], ""cycle_hz"": 119.04761904764999, ""cycles"": 1, ""dropped_frame_rate"": 0.002509860164933668, ""dropped_frames"": 7, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 33.29999999998836, ""mean_frame_interval_ms"": 4.177102803738322, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.70019017787213, ""observed_full_cycle_hz"": 119.70019017787213, ""observed_refresh_hz"": 239.40038035574426, ""per_cycle_slots"": 2, ""permutation"": [0, 1], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2783, ""safe_flicker_hz"": 50, ""timing_intervals"": 2782, ""width"": 900}"
P048,58,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,lazene kaguz ufube meduwo bulig nesamu vekig pobaz agoviw soresu biburi vonadog avimumu emolu tudoda ivisulu gibuwe luriw vazirap itosun okenu ulonule lasok vezini osesok,5,5,5,,0,17131,2026-07-13T05:40:29.920Z,2026-07-13T05:40:47.051Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51664, 51866, 51695, 51775], ""cycle_hz"": 59.52380952405701, ""cycles"": 1, ""dropped_frame_rate"": 0.0026679602231384912, ""dropped_frames"": 11, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 50, ""mean_frame_interval_ms"": 4.177796692606998, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.84015460646957, ""observed_full_cycle_hz"": 59.84015460646957, ""observed_refresh_hz"": 239.36061842587827, ""per_cycle_slots"": 4, ""permutation"": [0, 1, 3, 2], ""refresh_hz"": 238.09523809622803, ""rendered_frames"": 4113, ""safe_flicker_hz"": 50, ""timing_intervals"": 4112, ""width"": 900}"
P048,58,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,igul dedudap denama bigu azor uzaripa bazivas zobaz mima egis vikusi ekira anon vanov igib ekewidu sudu tugu gaduzen upatog tadewak udigu apis ozudusi abozi neban vurod r,5,5,5,,1,13057,2026-07-13T05:40:47.418Z,2026-07-13T05:41:00.475Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25599, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51776, 51803, 51592, 51829], ""cycle_hz"": 59.52380952405701, ""cycles"": 6, ""dropped_frame_rate"": 0.02670807453416149, ""dropped_frames"": 86, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 366.70000000001164, ""mean_frame_interval_ms"": 4.28229100191449, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.37996527751901, ""observed_full_cycle_hz"": 46.70397222201521, ""observed_refresh_hz"": 233.51986111007605, ""per_cycle_slots"": 5, ""permutation"": [0, 2, 3, 1], ""refresh_hz"": 238.09523809622803, ""rendered_frames"": 3135, ""safe_flicker_hz"": 50, ""timing_intervals"": 3134, ""width"": 900}"
P048,58,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,uzinav upon uzed fafefab mutamot lunu pive lowufan wanok onomo arabapa ovarat tamidi obev elebi olis tipite zamoz udev fedifil agatosa nepavun ebepa sopi umugatu foniwos,5,5,5,,2,12541,2026-07-13T05:41:00.518Z,2026-07-13T05:41:13.059Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [52270, 51332, 51855, 51543], ""cycle_hz"": 59.52380952405701, ""cycles"": 1, ""dropped_frame_rate"": 0.002649884067572044, ""dropped_frames"": 8, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 37.5, ""mean_frame_interval_ms"": 4.177715044835614, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.84132410108815, ""observed_full_cycle_hz"": 59.84132410108815, ""observed_refresh_hz"": 239.3652964043526, ""per_cycle_slots"": 4, ""permutation"": [3, 2, 1, 0], ""refresh_hz"": 238.09523809622803, ""rendered_frames"": 3012, ""safe_flicker_hz"": 50, ""timing_intervals"": 3011, ""width"": 900}"
P048,58,control_anchor,未遮罩原文（量表锚点）,1,1,none,pibeduz ugusel bezawi kukukon gavafi ufakefi ovar ufuz kumo aviwuw itav kelegup ozor etadevu uzar bomenev wabami gamub takuno badipi imumav zenodo vago lebowag nagir enon,5,5,5,,3,10750,2026-07-13T05:41:13.060Z,2026-07-13T05:41:23.811Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809622803, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.300000000046566, ""mean_frame_interval_ms"": 4.166614967041471, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00297793536123, ""observed_full_cycle_hz"": 240.00297793536123, ""observed_refresh_hz"": 240.00297793536123, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809622803, ""rendered_frames"": 2580, ""safe_flicker_hz"": 50, ""timing_intervals"": 2579, ""width"": 900}"
P048,58,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,umapiru okowi fewag asekari boluf sopuz uvatit igad uwabop ratake anad geko ubelev weme falab owibes wasifaf ivapi dawem aluwudo gebava mudatuf ododeru upog ezab sifo mil,5,5,5,,4,12094,2026-07-13T05:41:23.877Z,2026-07-13T05:41:35.971Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69177, 68571, 69252], ""cycle_hz"": 79.36507936540934, ""cycles"": 1, ""dropped_frame_rate"": 0.005140507196710075, ""dropped_frames"": 15, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 66.79999999998836, ""mean_frame_interval_ms"": 4.188219083706499, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.58832302495965, ""observed_full_cycle_hz"": 79.58832302495965, ""observed_refresh_hz"": 238.76496907487893, ""per_cycle_slots"": 3, ""permutation"": [1, 0, 2], ""refresh_hz"": 238.09523809622803, ""rendered_frames"": 2904, ""safe_flicker_hz"": 50, ""timing_intervals"": 2903, ""width"": 900}"
P048,58,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,epunula evinor ufipen powefo wowal edef emet gufe rozodo towage anat amawe eduzim apuwof onotefu gunaw upapene wuzibo amef ipigam dozuziv umir tewedet vawifon zipi ozasa,5,5,5,,5,11448,2026-07-13T05:41:36.010Z,2026-07-13T05:41:47.459Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103475, 103525], ""cycle_hz"": 119.04761904811402, ""cycles"": 1, ""dropped_frame_rate"": 0.002902757619738752, ""dropped_frames"": 8, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 37.5, ""mean_frame_interval_ms"": 4.178748180494909, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.653058380939, ""observed_full_cycle_hz"": 119.653058380939, ""observed_refresh_hz"": 239.306116761878, ""per_cycle_slots"": 2, ""permutation"": [0, 1], ""refresh_hz"": 238.09523809622803, ""rendered_frames"": 2749, ""safe_flicker_hz"": 50, ""timing_intervals"": 2748, ""width"": 900}"
P049,59,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,umem irupapo udowoge varav urodit raneku evapip dumil wase fapiwo uloke mobu womope edusoko magum dono isuwu vuwobav venot lotapef gadiso itupu ukefe gurob ovat imupuve o,5,5,5,,0,10986,2026-07-13T05:46:53.762Z,2026-07-13T05:47:04.748Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25565, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51578, 51813, 51849, 51760], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0.03477306002928258, ""dropped_frames"": 95, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 404.20000000001164, ""mean_frame_interval_ms"": 4.318316268486925, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 57.89293429580051, ""observed_full_cycle_hz"": 46.3143474366404, ""observed_refresh_hz"": 231.57173718320203, ""per_cycle_slots"": 5, ""permutation"": [0, 1, 2, 3], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2638, ""safe_flicker_hz"": 50, ""timing_intervals"": 2637, ""width"": 900}"
P049,59,control_anchor,未遮罩原文（量表锚点）,1,1,none,oditu ogusubo pizesed teru wuzomo uzapimu repo towa tawu wabopar gawipa uvubugu utis libem dowi fefa adig mamekos lazur udokuv fani alelu gapu libema erava onemok okapime,5,5,5,,1,10654,2026-07-13T05:47:04.749Z,2026-07-13T05:47:15.403Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000034925, ""mean_frame_interval_ms"": 4.166666666666667, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 239.99999999999997, ""observed_full_cycle_hz"": 239.99999999999997, ""observed_refresh_hz"": 239.99999999999997, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2557, ""safe_flicker_hz"": 50, ""timing_intervals"": 2556, ""width"": 900}"
P049,59,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,belikeg fubuzo numag afewaw anef edopeg legoduf fibet eloziw nalin wori nisome apokani nari uvasi otape peda ibegok pawu izen bewabub eget opurito norep dale agomobo geke,5,5,5,,2,11527,2026-07-13T05:47:15.429Z,2026-07-13T05:47:26.956Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51808, 51575, 51844, 51773], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.0018037518037518038, ""dropped_frames"": 5, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 25, ""mean_frame_interval_ms"": 4.174159739790395, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.89229343976993, ""observed_full_cycle_hz"": 59.89229343976993, ""observed_refresh_hz"": 239.56917375907972, ""per_cycle_slots"": 4, ""permutation"": [3, 2, 1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2768, ""safe_flicker_hz"": 50, ""timing_intervals"": 2767, ""width"": 900}"
P049,59,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,sogid kekabu ilofave epopimo meni nimiri alir weri movopul umisulu paved orapesu obemalo amewupa ilurel ufasu rodo diwew udifok sivuvu widame ukubur tifas wasigum pudel u,5,5,5,,3,11198,2026-07-13T05:47:27.029Z,2026-07-13T05:47:38.227Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103451, 103549], ""cycle_hz"": 119.04761904770155, ""cycles"": 1, ""dropped_frame_rate"": 0.005917159763313609, ""dropped_frames"": 16, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 70.79999999998836, ""mean_frame_interval_ms"": 4.191443452380944, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.29064669021734, ""observed_full_cycle_hz"": 119.29064669021734, ""observed_refresh_hz"": 238.5812933804347, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2689, ""safe_flicker_hz"": 50, ""timing_intervals"": 2688, ""width"": 900}"
P049,59,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,efogusi etop kina ebavoko rifeni ediz epufu loma analo sepu rusim miziti valo azepir uzag ugis neke pabis ekaror azuvin kilumor etosopi nebi bovamap mezik duzoz vopukeg r,5,5,5,,4,10663,2026-07-13T05:47:38.284Z,2026-07-13T05:47:48.947Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51601, 51808, 51835, 51756], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.004665629860031105, ""dropped_frames"": 12, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 54.20000000001164, ""mean_frame_interval_ms"": 4.186171875000014, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.72043371964969, ""observed_full_cycle_hz"": 59.72043371964969, ""observed_refresh_hz"": 238.88173487859876, ""per_cycle_slots"": 4, ""permutation"": [0, 2, 1, 3], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2561, ""safe_flicker_hz"": 50, ""timing_intervals"": 2560, ""width"": 900}"
